Entry	eggNOG
O75132	KOG1121;
O75140	KOG3572;
O75143	KOG3874;
O75144	ENOG502SQ2A;
O75145	KOG0249;
O75146	KOG0980;
O75147	KOG0613;
O75150	KOG0978;
O75151	KOG1633;
O75152	KOG4791;
O75154	KOG0982;
O75155	KOG1824;
O75159	KOG4566;
O75161	ENOG502QUNP;
O75164	KOG0958;
O75165	KOG1789;
O75167	KOG4339;
O75170	KOG2073;
O75173	KOG3538;
O75175	KOG2150;
O75177	KOG3227;
O75179	KOG0504;KOG4369;
O75182	KOG4204;
O75185	KOG0202;
O75190	KOG0714;
O75191	KOG2531;
O75192	KOG4186;
O75197	KOG1215;
O75204	ENOG502QTCN;
O75208	KOG2969;
O75223	KOG4059;
O75251	KOG1687;
O75293	ENOG502RY00;
O75298	KOG1792;
O75306	KOG2870;
O75309	KOG3594;
O75311	KOG3644;
O75312	KOG2703;
O75317	KOG1864;
O75319	KOG2386;
O75323	KOG2883;
O75324	ENOG502S14Z;
O75326	KOG3611;
O75330	ENOG502QQJM;
O75334	KOG0249;
O75339	ENOG502QQ8H;
O75340	KOG0037;
O75342	ENOG502SJSP;
O75343	
O75344	KOG0543;
O75347	KOG3470;
O75348	KOG1772;
O75351	KOG0739;
O75354	KOG1385;
O75355	KOG1386;
O75356	KOG1385;
O75360	KOG0490;
O75362	KOG1721;
O75364	KOG0486;
O75365	KOG2836;
O75366	KOG0443;
O75367	KOG1756;KOG2633;
O75368	KOG4023;
O75369	KOG0518;
O75376	KOG1878;
O75379	KOG0860;
O75380	KOG3456;
O75381	KOG2629;
O75382	KOG2177;
O75385	KOG0595;
O75386	KOG2502;
O75387	ENOG502QUZ1;
O75390	KOG2617;
O75396	KOG0862;
O75398	KOG4333;
O75400	KOG0152;
O75409	ENOG502RU2P;
O75410	ENOG502QUCC;
O75414	KOG0888;
O75417	KOG0950;
O75419	KOG2475;
O75420	KOG1862;
O75425	KOG0439;
O75427	KOG0532;
O75431	KOG3027;
O75436	KOG3063;
O75438	ENOG502S6X0;
O75439	KOG0960;
O75443	KOG1216;KOG4291;
O75444	KOG4196;
O75445	KOG1836;KOG3510;KOG3513;
O75446	ENOG502QWFH;
O75448	ENOG502QPJD;
O75449	KOG0738;
O75452	KOG1610;
O75460	KOG1027;
O75461	KOG2577;
O75462	KOG3656;
O75469	KOG3575;
O75473	KOG0619;KOG2087;
O75475	KOG1904;
O75477	KOG2962;
O75478	KOG0457;
O75486	KOG3902;
O75487	KOG3821;
O75489	KOG1713;
O75494	KOG0118;
O75496	ENOG502SDC5;
O75503	ENOG502QPQ5;
O75506	KOG4117;
O75508	ENOG502QSDJ;
O75509	ENOG502QVMX;
O75521	KOG0016;KOG0817;
O75525	KOG1588;
O75528	KOG4191;
O75529	KOG0263;
O75530	KOG1034;
O75531	KOG4233;
O75533	KOG0213;
O75534	ENOG502QSJ1;
O75553	KOG3535;
O75554	KOG0150;
O75556	ENOG502TE00;
O75558	KOG0810;
O75563	ENOG502QVFD;
O75564	KOG3105;
O75569	KOG3732;
O75570	KOG2726;
O75575	KOG4168;
O75578	KOG3637;
O75581	KOG1215;
O75582	KOG0603;
O75586	KOG3169;
O75592	KOG1428;
O75593	KOG2294;
O75594	ENOG502S2KY;
O75600	KOG1359;
O75602	KOG0166;
O75603	ENOG502QU2X;
O75604	KOG1868;
O75607	ENOG502S1E6;
O75608	KOG2112;
O75610	KOG3900;
O75616	KOG1423;
O75618	ENOG502QRWB;
O75626	KOG2461;
O75628	KOG0395;
O75629	KOG3374;
O75631	ENOG502S14V;
O75636	KOG2579;
O75638	ENOG502TM3F;
O75643	KOG0951;
O75648	KOG2805;
O75663	KOG3224;
O75665	ENOG502QQR5;
O75674	KOG1087;
O75676	KOG0603;
O75677	KOG2177;
O75678	KOG2177;
O75679	KOG2177;
O75683	KOG2885;
O75688	KOG0697;
O75689	KOG0703;
O75691	KOG1823;
O75694	KOG1900;
O75695	KOG2512;
O75712	ENOG502QRC0;
O75716	KOG2345;
O75717	KOG1274;
O75718	KOG4459;
O75746	KOG0751;
O75747	KOG0905;
O75751	KOG0255;
O75752	KOG2287;
O75762	KOG0510;
O75771	KOG1433;KOG4275;
O75781	ENOG502QQ2W;
O75783	KOG2289;
O75787	KOG4737;
O75791	KOG3601;
O75792	KOG2299;
O75794	KOG2983;
O75795	KOG1192;
O75800	ENOG502QS3F;
O75807	ENOG502S745;
O75808	KOG0045;
O75815	ENOG502QPX3;
O75817	KOG3631;
O75818	ENOG502QSAV;
O75821	KOG0122;
O75822	KOG4813;
O75828	KOG1208;
O75829	ENOG502QVPC;
O75832	KOG4412;
O75838	KOG0038;
O75840	KOG1721;
O75841	KOG3882;
O75843	KOG1062;
O75844	KOG2719;
O75845	KOG0872;
O75864	KOG1908;
O75865	KOG3316;
O75871	ENOG502S42Z;
O75874	KOG1526;
O75879	KOG2438;
O75880	KOG2792;
O75881	KOG0684;
O75882	KOG1388;
O75884	ENOG502QVNM;
O75886	KOG2199;
O75888	ENOG502SAX4;
O75891	KOG2452;
O75896	ENOG502S21H;
O75897	KOG1584;
O75899	KOG1055;
O75900	KOG1565;
O75907	KOG0380;
O75908	KOG0380;
O75909	KOG0834;
O75911	KOG1201;
O75912	KOG0782;
O75914	KOG0578;
O75915	KOG4050;
O75916	KOG3589;
O75920	KOG4488;
O75923	KOG1326;
O75925	KOG2169;
O75928	KOG2169;
O75934	KOG3096;
O75935	ENOG502RYZ0;
O75936	KOG3888;
O75937	KOG1150;
O75940	KOG3026;
O75943	KOG1970;
O75947	KOG3366;
O75951	ENOG502SCGK;
O75952	ENOG502S1NF;
O75955	KOG2668;
O75956	KOG4713;
O75962	KOG0032;KOG4240;
O75964	KOG4103;
O75969	ENOG502SM7F;
O75970	KOG3528;
O75971	ENOG502S8MI;
O75976	KOG2649;
O75995	KOG4384;
O76003	KOG0911;
O76011	ENOG502RTXS;
O76013	ENOG502QQY9;
O76014	ENOG502SIYJ;
O76015	ENOG502SIYJ;
O76021	KOG1685;
O76024	ENOG502QSC1;
O76027	KOG0819;
O76031	KOG0745;
O76036	ENOG502RWVC;
O76039	KOG0593;
O76041	ENOG502TDXB;KOG1702;
O76050	KOG4172;KOG4625;
O76054	KOG1471;
O76061	ENOG502QU7E;
O76062	KOG1435;
O76064	KOG3872;
O76070	ENOG502S3WF;
O76071	KOG0645;
O76074	KOG3689;
O76075	ENOG502R0RF;
O76076	ENOG502RXIT;
O76080	KOG3173;
O76081	KOG3589;
O76082	KOG0255;
O76083	KOG3689;
O76090	KOG3547;
O76093	KOG3885;
O76094	KOG2376;
O76095	KOG4084;
O76096	ENOG502S5CP;
O77932	KOG1982;
O94759	KOG3614;KOG4195;
O94760	ENOG502QWPA;
O94761	KOG0351;
O94762	KOG0352;
O94763	KOG3130;
O94766	KOG1476;
O94768	KOG0032;
O94769	KOG0619;
O94776	KOG3554;
O94777	KOG3488;
O94778	KOG0223;
O94779	KOG3513;
O94782	KOG1864;
O94788	KOG2450;
O94804	KOG0579;
O94805	KOG0679;
O94806	KOG4236;
O94808	KOG1268;
O94810	KOG3589;
O94811	KOG4070;
O94812	KOG1328;
O94813	KOG4237;
O94817	KOG3439;
O94818	ENOG502QR3R;
O94822	KOG0803;
O94823	KOG0206;
O94826	KOG0547;
O94827	KOG3521;
O94829	KOG2022;
O94830	KOG2308;
O94832	KOG0164;
O94842	KOG0381;
O94850	ENOG502SA8Z;
O94851	ENOG502QWDX;KOG1700;
O94855	KOG1984;
O94856	KOG3513;
O94864	ENOG502QQTJ;
O94868	KOG3565;
O94874	KOG2235;
O94875	KOG4225;
O94876	KOG3850;
O94880	KOG0957;
O94885	KOG4384;
O94886	KOG1134;
O94887	KOG3531;
O94888	KOG0260;KOG1364;
O94892	KOG1721;
O94898	KOG4194;
O94900	KOG0381;
O94901	KOG2687;
O94905	KOG2962;
O94906	KOG0495;
O94907	KOG1218;
O94910	KOG3545;KOG4193;KOG4729;
O94911	KOG0059;
O94913	KOG2071;
O94915	KOG1825;
O94916	ENOG502QSVE;
O94919	ENOG502QQYK;
O94921	KOG0594;
O94923	KOG3760;
O94925	KOG0506;
O94927	ENOG502QVVA;
O94929	KOG1044;
O94933	ENOG502QYY5;
O94941	KOG2042;
O94953	KOG0958;
O94955	KOG0393;
O94956	KOG3626;
O94964	KOG4787;
O94966	KOG1870;
O94967	KOG0641;
O94972	KOG2177;
O94973	KOG1077;
O94979	KOG0307;
O94983	KOG0520;
O94985	KOG1834;
O94986	ENOG502QT0E;
O94989	KOG3523;
O94991	ENOG502QUVV;
O94992	ENOG502QQP8;
O94993	KOG0527;
O95045	KOG3728;
O95047	ENOG502SM15;
O95049	KOG3580;
O95050	KOG4564;
O95057	KOG0395;
O95059	ENOG502S10S;
O95067	KOG0653;
O95069	KOG1418;
O95070	KOG3094;
O95071	KOG0943;
O95072	KOG1213;
O95073	ENOG502QUKT;
O95096	KOG0842;
O95104	KOG0132;
O95125	KOG1721;
O95136	ENOG502QVQY;
O95139	KOG4633;
O95140	KOG0448;
O95147	KOG1718;
O95149	KOG3132;
O95150	ENOG502S4Q1;
O95153	KOG3632;
O95154	ENOG502QU2T;
O95155	KOG2042;
O95159	KOG3970;
O95163	KOG1920;
O95166	KOG1654;
O95167	ENOG502S4RS;
O95168	ENOG502S2HF;
O95169	KOG4040;
O95171	KOG1704;
O95178	ENOG502S524;
O95180	KOG2302;
O95182	KOG4630;
O95183	KOG0860;
O95185	KOG1480;
O95196	ENOG502QXSB;
O95197	KOG1792;
O95198	KOG4441;
O95201	KOG1721;
O95202	KOG1043;
O95206	KOG3594;
O95208	KOG2056;
O95210	ENOG502SE11;
O95214	KOG2174;
O95218	KOG1995;
O95219	KOG2273;
O95229	ENOG502S6PG;
O95231	KOG0488;
O95232	KOG0796;
O95235	KOG0247;
O95236	ENOG502RZGU;
O95237	ENOG502QWSA;
O95238	KOG3805;
O95239	KOG0244;
O95243	KOG4161;
O95248	KOG1090;KOG2080;
O95249	KOG3208;
O95251	KOG2747;
O95255	KOG0054;
O95256	ENOG502QUSU;
O95257	ENOG502RXKU;
O95258	KOG0753;
O95259	KOG0501;
O95260	KOG1193;
O95263	KOG1229;
O95264	KOG3645;
O95267	KOG3417;
O95271	KOG4177;
O95273	ENOG502SGCW;
O95274	ENOG502RYZP;
O95278	KOG1716;
O95279	KOG1418;
O95292	KOG0439;
O95294	KOG2059;
O95295	ENOG502S07W;
O95297	ENOG502QUEQ;
O95298	KOG4516;
O95299	KOG3877;
O95302	KOG0549;
O95319	KOG0144;
O95340	KOG4238;
O95342	KOG0055;
O95343	KOG0775;
O95347	KOG0933;
O95352	KOG2337;
O95359	ENOG502QUT1;
O95361	ENOG502QRVY;
O95363	KOG2783;
O95365	KOG1721;
O95372	KOG2112;
O95373	KOG1991;
O95376	KOG1812;
O95377	ENOG502R3YE;
O95379	ENOG502S00N;
O95382	KOG4279;
O95388	ENOG502QQQQ;
O95389	ENOG502QW30;
O95390	KOG3900;
O95391	KOG2560;
O95393	KOG3900;
O95394	KOG2537;
O95395	KOG0799;
O95396	KOG2017;
O95398	KOG2378;
O95399	
O95400	KOG2950;
O95402	KOG1105;
O95405	KOG1841;
O95406	KOG2729;
O95407	ENOG502RZKS;
O95409	KOG1721;
O95415	KOG4517;
O95416	KOG0527;
O95425	KOG0445;
O95427	KOG2124;
O95428	KOG3510;KOG4597;
O95429	KOG4361;
O95433	KOG2936;
O95436	ENOG502QQ3I;
O95445	ENOG502S2IN;
O95447	ENOG502QQSE;
O95450	KOG3538;
O95452	ENOG502QWM8;
O95453	KOG1990;
O95456	ENOG502QTPH;
O95460	KOG1217;
O95461	KOG3765;
O95466	KOG1922;KOG1923;
O95467	
O95470	KOG1383;
O95471	ENOG502QPXX;
O95475	KOG0775;
O95476	KOG1605;
O95477	KOG0059;
O95479	KOG0563;KOG3147;
O95484	ENOG502QRZ8;
O95486	KOG1985;
O95487	KOG1985;
O95490	KOG3545;KOG4193;KOG4729;
O95497	KOG0806;
O95498	KOG0806;
O95500	ENOG502QR8Z;
O95503	KOG2748;
O95528	KOG0254;
O95544	KOG2178;
O95551	KOG2756;
O95562	KOG2887;
O95563	KOG1589;
O95568	KOG2920;
O95571	KOG0814;
O95573	KOG1180;
O95600	KOG1721;
O95602	KOG0262;
O95613	ENOG502QV16;
O95619	KOG3149;
O95622	KOG3619;
O95628	KOG2068;
O95630	KOG2880;
O95631	KOG3512;
O95633	KOG3649;
O95639	KOG1040;
O95644	ENOG502QTX8;
O95670	KOG1772;
O95671	KOG1509;KOG3178;
O95672	KOG3624;
O95674	KOG1440;
O95677	KOG3107;
O95678	ENOG502RTYA;
O95684	ENOG502QR70;
O95696	KOG0955;
O95704	ENOG502QR5N;
O95707	KOG4046;
O95711	ENOG502S63U;
O95714	KOG1426;
O95715	ENOG502S4VP;
O95716	KOG0093;
O95718	KOG3575;
O95721	KOG3065;
O95727	ENOG502RYH2;
O95741	KOG1327;
O95747	KOG0582;
O95749	KOG0777;
O95750	KOG3885;
O95751	ENOG502T19P;
O95754	KOG3611;
O95758	KOG1190;
O95760	ENOG502RW83;
O95772	KOG3845;
O95777	KOG1784;
O95782	KOG1077;
O95785	KOG1721;
O95786	KOG0354;
O95789	ENOG502QT83;
O95793	KOG3732;
O95801	KOG0551;
O95803	KOG3703;
O95807	KOG3393;
O95810	ENOG502QQCA;
O95813	ENOG502S2G4;
O95816	KOG3633;
O95817	KOG0940;KOG4361;
O95819	KOG0587;
O95822	KOG3018;
O95825	KOG1198;
O95831	KOG1346;
O95832	ENOG502R7HF;
O95833	KOG1422;
O95834	KOG2106;
O95835	KOG0608;
O95837	KOG0085;
O95843	KOG0044;
O95847	KOG0753;
O95848	KOG4432;
O95858	KOG3882;
O95859	KOG3882;
O95861	KOG3099;
O95863	KOG2462;
O95864	KOG4232;
O95865	ENOG502QW4J;
O95866	ENOG502TEAD;
O95867	ENOG502T0T6;
O95868	ENOG502SNF5;
O95870	KOG1553;
O95872	KOG2384;
O95876	ENOG502QR8Y;
O95881	ENOG502RXP1;
O95886	KOG3971;
O95897	KOG3545;
O95900	KOG2559;
O95905	KOG2406;
O95907	KOG2504;
O95922	KOG2157;
O95925	KOG4295;
O95926	KOG2609;
O95931	KOG2748;
O95932	ENOG502QVH4;
O95935	KOG3586;
O95936	KOG3585;
O95944	ENOG502TG0M;
O95947	KOG3585;
O95948	KOG2252;
O95954	ENOG502QQBY;
O95967	KOG1217;
O95968	ENOG502SXZG;
O95970	ENOG502REXX;
O95971	ENOG502RR8D;
O95972	KOG3900;
O95977	ENOG502QQUE;
O95980	KOG3649;
O95983	KOG4161;
O95985	KOG1957;
O95988	ENOG502TEDJ;
O95989	KOG2839;
O95990	ENOG502RZJK;
O95992	KOG0873;
O95994	ENOG502RYQ8;
O95995	ENOG502QQDA;
O95996	KOG2122;
O95997	ENOG502S2GG;
O95998	ENOG502SYZY;
O95999	ENOG502RXGH;
O96000	KOG4009;
O96004	KOG4029;
O96005	KOG2489;
O96006	KOG1121;
O96007	KOG3307;
O96008	KOG3296;
O96009	KOG1339;
O96011	KOG4186;
O96013	KOG0578;
O96014	KOG3913;
O96015	KOG3430;
O96017	KOG0615;
O96018	KOG3605;
O96019	KOG0679;
O96020	KOG0655;
O96024	KOG2287;
O96028	KOG1081;
O96033	
O97980	ENOG502R1ZM;
P00156	KOG4663;
P00167	KOG0537;
P00325	KOG0022;
P00326	KOG0022;
P00338	KOG1495;
P00352	KOG2450;
P00367	KOG2250;
P00374	KOG1324;
P00387	KOG0534;
P00390	KOG0405;
P00395	KOG4769;
P00403	KOG4767;
P00414	KOG4664;
P00439	KOG3820;
P00441	KOG0441;
P00450	KOG1263;
P00451	ENOG502QSFZ;
P00480	KOG1504;
P00488	ENOG502QQ46;
P00491	KOG3984;
P00492	KOG3367;
P00505	KOG1411;
P00519	KOG4278;
P00533	KOG1025;
P00540	KOG0192;
P00558	KOG1367;
P00568	KOG3079;
P00709	ENOG502T8BJ;
P00734	ENOG502QTSX;
P00736	KOG3627;
P00738	KOG3627;
P00739	KOG3627;
P00740	ENOG502QUEV;
P00742	ENOG502QS4N;
P00746	KOG3627;
P00747	ENOG502QVNP;
P00748	KOG1217;KOG3627;
P00749	ENOG502QRMI;
P00750	KOG3627;
P00751	KOG3627;
P00797	KOG1339;
P00813	KOG1097;
P00846	KOG4665;
P00915	KOG0382;
P00918	KOG0382;
P00966	KOG1706;
P00973	ENOG502RH25;
P00995	KOG3649;
P01008	KOG2392;
P01009	KOG2392;
P01011	KOG2392;
P01019	KOG2392;
P01023	KOG1366;
P01024	KOG1366;
P01031	KOG1366;
P01033	KOG4745;
P01034	ENOG502SC50;
P01036	ENOG502SC50;
P01037	ENOG502SC50;
P01040	ENOG502SF2X;
P01042	ENOG502RYAC;
P01100	KOG1414;
P01106	KOG2483;
P01111	KOG0395;
P01112	KOG0395;
P01116	KOG0395;
P01127	ENOG502S2VW;
P01130	KOG1215;
P01133	KOG1215;
P01135	ENOG502S1CF;
P01137	KOG3900;
P01138	ENOG502RYPU;
P01148	ENOG502S8C8;
P01160	ENOG502S9RQ;
P01178	ENOG502S2CT;
P01185	ENOG502S21K;
P01189	ENOG502RZNY;
P01210	ENOG502QWWK;
P01213	ENOG502RXT4;
P01215	
P01222	ENOG502S2JW;
P01225	ENOG502S39C;
P01229	ENOG502S49V;
P01236	ENOG502QYU3;
P01241	ENOG502R5GJ;
P01242	
P01258	ENOG502RZI5;
P01266	KOG1214;
P01270	ENOG502SB2W;
P01275	ENOG502RYPR;
P01282	ENOG502QVTA;
P01286	ENOG502S2N6;
P01298	ENOG502TD4B;
P01303	ENOG502S2BU;
P01308	ENOG502S5P5;
P01344	ENOG502S0I0;
P01350	ENOG502SA9S;
P01374	ENOG502S4K8;
P01375	ENOG502S4K8;
P01562	ENOG502SQAC;
P01563	ENOG502SQAC;
P01566	ENOG502SQAC;
P01567	ENOG502SQAC;
P01568	ENOG502SQAC;
P01569	ENOG502SQAC;
P01570	ENOG502SQAC;
P01571	ENOG502SQAC;
P01574	ENOG502SQGR;
P01579	ENOG502SBGW;
P01583	ENOG502T3DD;
P01584	ENOG502S3E9;
P01588	ENOG502RXRC;
P01589	ENOG502SUAG;
P01591	ENOG502RZF4;
P01593	
P01594	
P01597	
P01599	
P01602	
P01615	
P01619	
P01699	
P01700	
P01701	
P01703	
P01704	
P01705	
P01706	
P01709	
P01721	
P01730	ENOG502S0W5;
P01732	ENOG502SAZN;
P01742	
P01764	
P01768	
P01772	
P01780	
P01814	
P01817	
P01833	ENOG502QPKT;
P01834	
P01848	
P01850	
P01854	
P01857	
P01859	
P01860	
P01861	
P01871	
P01876	
P01877	
P01880	
P01889	ENOG502RQEK;
P01893	
P01903	ENOG502RXYJ;
P01906	ENOG502RXYJ;
P01909	
P01911	ENOG502RYBQ;
P01920	ENOG502RYBQ;
P02008	KOG3378;
P02042	KOG3378;
P02100	KOG3378;
P02144	KOG3378;
P02452	KOG3544;
P02458	KOG3544;
P02461	KOG3544;
P02462	KOG3544;
P02489	KOG3591;
P02511	KOG3591;
P02533	ENOG502R8V7;
P02538	ENOG502QURK;
P02545	KOG0977;
P02549	KOG0040;
P02585	KOG0027;
P02647	ENOG502S1XQ;
P02649	ENOG502QVD6;
P02652	ENOG502SVYZ;
P02654	ENOG502SEU4;
P02655	ENOG502SEJB;
P02656	ENOG502SZ00;
P02671	KOG2579;
P02675	KOG2579;
P02679	KOG2579;
P02686	ENOG502S4SJ;
P02689	KOG4015;
P02708	KOG3645;
P02724	ENOG502THAT;
P02730	KOG1172;
P02741	ENOG502S201;
P02743	ENOG502S201;
P02745	ENOG502RZM2;
P02746	ENOG502RYR2;
P02747	ENOG502RZM2;
P02748	ENOG502QWHM;
P02749	KOG4297;
P02750	KOG0619;
P02751	
P02753	ENOG502RXEW;
P02760	KOG4295;
P02763	ENOG502S0Q2;
P02765	ENOG502RYRI;
P02766	KOG3006;
P02768	ENOG502R7EA;
P02771	ENOG502R7EA;
P02774	ENOG502QTPW;
P02775	ENOG502S7MM;
P02776	ENOG502TF57;
P02778	ENOG502S7MM;
P02786	KOG2195;
P02787	ENOG502QT0C;
P02788	ENOG502QT0C;
P02790	KOG1565;
P02792	KOG2332;
P02794	KOG2332;
P02795	KOG4738;
P02808	ENOG502TD50;
P02810	ENOG502TED6;
P02812	ENOG502SEXN;
P02814	ENOG502TF4A;
P02818	ENOG502S85I;
P03372	KOG3575;
P03886	KOG4770;
P03891	KOG4668;
P03897	KOG4662;
P03901	KOG4669;
P03905	KOG4845;
P03915	KOG4668;
P03923	ENOG502S2Q2;
P03928	ENOG502T21P;
P03950	ENOG502S9Q1;
P03951	KOG3627;
P03952	KOG3627;
P03956	KOG1565;
P03971	KOG3900;
P03973	ENOG502SWIR;
P03999	KOG3656;
P04000	KOG3656;
P04001	
P04003	ENOG502SHRK;
P04004	KOG1565;
P04035	KOG2480;
P04040	KOG0047;
P04049	KOG0193;
P04053	KOG2534;
P04054	KOG4087;
P04062	KOG2566;
P04066	KOG3340;
P04070	ENOG502QQ3W;
P04075	KOG1557;
P04080	ENOG502SF2X;
P04083	KOG0819;
P04085	ENOG502QVAU;
P04090	ENOG502TH8D;
P04114	KOG4338;
P04118	ENOG502S4NY;
P04141	ENOG502TDUI;
P04150	KOG3575;
P04155	ENOG502S00P;
P04156	ENOG502S2A8;
P04179	KOG0876;
P04180	KOG2369;
P04181	KOG1402;
P04183	KOG3125;
P04196	ENOG502S50D;
P04198	KOG2588;
P04201	KOG3656;
P04216	ENOG502S18P;
P04217	ENOG502RYEX;
P04233	KOG1214;
P04234	ENOG502S4XC;
P04259	ENOG502QURK;
P04264	ENOG502QQIF;
P04271	ENOG502S4HJ;
P04275	KOG1216;
P04278	KOG3927;
P04279	ENOG502T80H;
P04280	ENOG502QS37;
P04350	KOG1375;
P04406	KOG0657;
P04424	KOG1316;
P04439	ENOG502RQEK;
P04440	ENOG502RYNI;
P04553	
P04554	ENOG502TD5P;
P04626	KOG1025;
P04628	KOG3913;
P04629	KOG1026;
P04632	KOG0037;
P04637	ENOG502QVY3;
P04731	KOG4738;
P04732	KOG4738;
P04733	KOG4738;
P04746	KOG2212;
P04792	KOG3591;
P04798	KOG0156;
P04818	KOG0673;
P04839	KOG0039;
P04843	KOG2291;
P04844	KOG2447;
P04899	KOG0082;
P04908	KOG1756;
P04920	KOG1172;
P04921	ENOG502S5JS;
P05000	ENOG502T289;
P05013	ENOG502SQAC;
P05014	ENOG502SQAC;
P05019	ENOG502RCAB;
P05023	KOG0203;
P05026	KOG3927;
P05060	ENOG502QRBF;
P05062	KOG1557;
P05067	KOG3540;
P05089	KOG2965;
P05090	KOG4824;
P05091	KOG2450;
P05093	KOG0156;
P05106	KOG1226;
P05107	KOG1226;
P05108	KOG0159;
P05109	ENOG502SA01;
P05111	KOG3900;
P05112	KOG3886;
P05113	ENOG502RWD8;
P05114	ENOG502S7UM;
P05120	KOG2392;
P05121	KOG2392;
P05129	KOG0696;
P05141	KOG0749;
P05154	KOG2392;
P05155	KOG2392;
P05156	KOG3627;
P05160	ENOG502RDCS;
P05161	KOG0001;
P05162	KOG3587;
P05164	KOG2408;
P05165	KOG0238;
P05166	KOG0540;
P05177	KOG0156;
P05181	KOG0156;
P05186	KOG4126;
P05187	KOG4126;
P05198	KOG2916;
P05204	ENOG502S5FK;
P05230	KOG3885;
P05231	ENOG502S7Q4;
P05305	ENOG502S1NV;
P05362	ENOG502RZRA;
P05386	KOG1762;
P05387	KOG3449;
P05388	KOG0815;
P05408	KOG4187;
P05412	KOG0837;
P05413	KOG4015;
P05423	KOG3122;
P05451	KOG4297;
P05452	KOG4297;
P05455	KOG4213;
P05496	KOG3025;
P05538	
P05543	KOG2392;
P05546	KOG2392;
P05549	KOG3811;
P05556	KOG1226;
P05771	KOG0696;
P05783	ENOG502QUS8;
P05787	ENOG502QURK;
P05813	ENOG502QSM0;
P05814	ENOG502RU0R;
P05937	KOG0027;
P05976	KOG0030;
P05981	KOG3627;
P05997	KOG3544;
P06028	ENOG502R1BQ;
P06126	ENOG502SJH6;
P06127	ENOG502RYTM;
P06132	KOG2872;
P06133	KOG1192;
P06213	KOG4258;
P06239	KOG0197;
P06241	KOG0197;
P06276	KOG4389;
P06280	KOG2366;
P06307	ENOG502S472;
P06312	
P06340	ENOG502RXYJ;
P06396	KOG0443;
P06400	KOG1010;
P06401	KOG3575;
P06454	ENOG502S55T;
P06493	KOG0594;
P06576	KOG1350;
P06681	KOG3627;
P06702	ENOG502SA01;
P06703	ENOG502S6IN;
P06727	ENOG502QSC5;
P06729	ENOG502S5UN;
P06730	
P06731	ENOG502RXPD;
P06732	KOG3581;
P06733	KOG2670;
P06734	KOG4297;
P06737	KOG2099;
P06744	KOG2446;
P06746	KOG2534;
P06748	KOG0488;
P06753	KOG1003;
P06756	KOG3637;
P06850	ENOG502S25G;
P06858	ENOG502QQ7P;
P06865	KOG2499;
P06870	KOG3627;
P06881	
P06899	KOG1744;
P07093	KOG2392;
P07098	KOG2624;
P07099	KOG2565;
P07101	KOG3820;
P07108	KOG0817;
P07148	KOG4015;
P07195	KOG1495;
P07196	ENOG502QSXY;
P07197	KOG1216;
P07199	KOG3105;
P07202	KOG2408;
P07203	KOG1651;
P07204	ENOG502R1T7;
P07205	KOG1367;
P07225	ENOG502QSNF;
P07237	KOG0190;
P07288	KOG3627;
P07305	KOG4012;
P07306	KOG4297;
P07307	KOG4297;
P07315	ENOG502RXJY;
P07320	ENOG502RXJY;
P07327	KOG0022;
P07332	KOG0194;
P07333	KOG0200;
P07339	KOG1339;
P07355	KOG0819;
P07357	ENOG502QT87;
P07358	KOG3535;
P07359	KOG0619;
P07360	ENOG502S0KX;
P07384	KOG0045;
P07437	KOG1375;
P07438	KOG4738;
P07451	KOG0382;
P07476	ENOG502S84Y;
P07477	KOG3627;
P07478	KOG3627;
P07492	ENOG502S4DG;
P07498	ENOG502TM2T;
P07510	KOG3645;
P07550	KOG3656;
P07585	KOG0619;
P07602	KOG1340;
P07686	KOG2499;
P07711	KOG1543;
P07737	KOG1755;
P07738	KOG0235;
P07741	KOG1712;
P07766	ENOG502S8KB;
P07814	KOG1147;KOG4163;
P07858	KOG1543;
P07864	KOG1495;
P07900	KOG0019;
P07902	KOG2958;
P07910	KOG0118;
P07911	ENOG502QT6B;
P07919	KOG4763;
P07942	KOG0994;
P07947	KOG0197;
P07948	KOG0197;
P07949	KOG0200;
P07951	
P07954	KOG1317;
P07988	KOG1340;
P07992	KOG2841;
P07996	ENOG502QRK8;
P07998	ENOG502SQ4K;
P08034	ENOG502R1QN;
P08047	KOG1721;
P08048	
P08069	KOG4258;
P08100	KOG3656;
P08118	ENOG502SF48;
P08123	KOG3544;
P08133	KOG0819;
P08134	KOG0393;
P08138	ENOG502QWPN;
P08151	KOG1721;
P08172	KOG4220;
P08173	KOG4220;
P08174	ENOG502SKPE;
P08183	KOG0055;
P08185	KOG2392;
P08195	KOG0471;
P08217	KOG3627;
P08218	KOG3627;
P08235	KOG3575;
P08236	KOG2024;
P08237	KOG2440;
P08238	KOG0019;
P08240	KOG0781;
P08243	KOG0571;
P08246	KOG3627;
P08247	ENOG502QT4W;
P08253	KOG1565;
P08254	KOG1565;
P08263	KOG1695;
P08294	KOG0441;
P08311	KOG3627;
P08319	KOG0022;
P08397	KOG2892;
P08473	KOG3624;
P08476	KOG3900;
P08493	
P08514	KOG3637;
P08519	ENOG502QVNP;
P08559	KOG0225;
P08567	ENOG502QQIA;
P08571	ENOG502SNYQ;
P08572	KOG3544;
P08574	KOG3052;
P08575	KOG4228;
P08579	KOG4206;
P08581	KOG1095;KOG3610;
P08582	ENOG502QSZB;
P08588	KOG3656;
P08590	KOG0030;
